episode,return,mean_trace_magnitude
0,29.0,0.12668545544147491
1,14.0,0.19746969640254974
2,16.0,0.16056124866008759
3,20.0,0.19404160976409912
4,22.0,0.11829733848571777
5,14.0,0.1966734081506729
6,26.0,0.20391049981117249
7,19.0,0.20136836171150208
8,19.0,0.2717905044555664
9,18.0,0.2124851942062378
10,18.0,0.1593674123287201
11,17.0,0.0807189792394638
12,22.0,0.1169949620962143
13,14.0,0.23091453313827515
14,13.0,0.2592884302139282
15,14.0,0.2049219310283661
16,37.0,0.2885096073150635
17,13.0,0.21037106215953827
18,10.0,0.26060712337493896
19,28.0,0.19250333309173584
20,25.0,0.20113086700439453
21,23.0,0.09886358678340912
22,21.0,0.27069175243377686
23,12.0,0.1970924288034439
24,57.0,0.1340392827987671
25,24.0,0.1458805799484253
26,21.0,0.26399487257003784
27,33.0,0.2661220133304596
28,14.0,0.3573934733867645
29,11.0,0.21910332143306732
30,17.0,0.126405268907547
31,16.0,0.261747270822525
32,19.0,0.13417841494083405
33,29.0,0.3732371926307678
34,16.0,0.1300341635942459
35,19.0,0.2143617868423462
36,25.0,0.08581893891096115
37,17.0,0.19377347826957703
38,9.0,0.2548803389072418
39,24.0,0.35480040311813354
40,24.0,0.21293437480926514
41,14.0,0.24458228051662445
42,20.0,0.22488293051719666
43,42.0,0.1282600611448288
44,22.0,0.17446626722812653
45,30.0,0.3449828028678894
46,19.0,0.18494221568107605
47,20.0,0.19785940647125244
48,11.0,0.19048422574996948
49,16.0,0.09470808506011963
50,46.0,0.17940416932106018
51,31.0,0.24730604887008667
52,31.0,0.22871389985084534
53,31.0,0.2286212295293808
54,31.0,0.0926729217171669
55,27.0,0.1526220142841339
56,15.0,0.15240038931369781
57,10.0,0.23053419589996338
58,35.0,0.42251938581466675
59,11.0,0.2666037976741791
60,38.0,0.6515601873397827
61,10.0,0.2908809781074524
62,14.0,0.32724446058273315
63,13.0,0.32754749059677124
64,20.0,0.2279268205165863
65,16.0,0.138136625289917
66,26.0,0.28280413150787354
67,10.0,0.31652840971946716
68,12.0,0.46215304732322693
69,12.0,0.13452953100204468
70,12.0,0.3519034683704376
71,16.0,0.1520054042339325
72,20.0,0.12673434615135193
73,24.0,0.13914649188518524
74,19.0,0.18380896747112274
75,25.0,0.08005446195602417
76,13.0,0.29378941655158997
77,12.0,0.42428532242774963
78,11.0,0.14255765080451965
79,13.0,0.6579307317733765
80,16.0,0.17673374712467194
81,14.0,0.1252894550561905
82,12.0,0.15590468049049377
83,23.0,0.2485077679157257
84,26.0,0.703498899936676
85,11.0,0.13536183536052704
86,18.0,0.13336631655693054
87,15.0,0.12315453588962555
88,23.0,0.4000924229621887
89,34.0,0.10859477519989014
90,12.0,0.32568538188934326
91,13.0,0.1349760890007019
92,23.0,0.26076602935791016
93,22.0,0.4878356456756592
94,11.0,0.39712294936180115
95,18.0,0.23544877767562866
96,26.0,0.5101597905158997
97,13.0,0.4375060796737671
98,19.0,0.44333434104919434
99,21.0,0.18627162277698517
100,18.0,0.09865288436412811
