episode,return,mean_trace_magnitude
109,31.0,0.12705808877944946
110,34.0,0.12183524668216705
111,9.0,0.3137870728969574
112,40.0,0.08508789539337158
113,16.0,0.1268037110567093
114,28.0,0.1543329358100891
115,16.0,0.18641066551208496
116,16.0,0.17202717065811157
117,15.0,0.2611633241176605
118,18.0,0.3008635342121124
119,11.0,0.18208898603916168
120,14.0,0.16951683163642883
121,15.0,0.4794204831123352
122,10.0,0.2870205342769623
123,10.0,0.2188294529914856
124,23.0,0.09012224525213242
125,21.0,0.29746580123901367
126,22.0,0.16966822743415833
127,24.0,0.0856037512421608
128,49.0,0.2554298937320709
129,16.0,0.08688924461603165
130,28.0,0.25399330258369446
131,30.0,0.3697807192802429
132,59.0,0.4990551769733429
133,12.0,0.15486456453800201
134,15.0,0.3632480204105377
135,30.0,0.1878889501094818
136,11.0,0.3615375757217407
137,17.0,0.16411708295345306
138,10.0,0.16734150052070618
139,11.0,0.18557536602020264
140,43.0,0.12644852697849274
141,11.0,0.4637153148651123
142,10.0,0.5065051913261414
143,17.0,0.5286568999290466
144,18.0,0.20073340833187103
145,21.0,0.15227530896663666
146,18.0,0.2631031274795532
147,15.0,0.3137235641479492
148,22.0,0.5635911226272583
149,14.0,0.08883756399154663
150,21.0,0.07737395912408829
151,17.0,0.16762995719909668
152,14.0,0.25208455324172974
153,12.0,0.18015018105506897
154,78.0,0.31211772561073303
155,39.0,0.09002883732318878
156,22.0,0.15620717406272888
157,21.0,0.10344751179218292
158,32.0,0.35607457160949707
159,21.0,0.2999628782272339
160,14.0,0.31994596123695374
161,12.0,0.3020334541797638
162,17.0,0.1255195289850235
163,14.0,0.23646965622901917
164,17.0,0.17615149915218353
165,19.0,0.6184124946594238
166,33.0,0.08311406522989273
167,28.0,0.09817983210086823
168,21.0,0.1760566681623459
169,28.0,0.062196798622608185
170,33.0,0.27871251106262207
171,49.0,0.44252756237983704
172,25.0,0.7051324248313904
173,23.0,0.5434402227401733
174,23.0,0.16169670224189758
175,15.0,0.4353543519973755
176,22.0,0.1475798338651657
177,14.0,0.7250184416770935
178,30.0,0.13465219736099243
179,49.0,0.33786770701408386
180,24.0,0.392132043838501
181,70.0,0.6131025552749634
182,18.0,0.20881974697113037
183,26.0,0.11644071340560913
184,13.0,0.1729966104030609
185,33.0,0.1977730542421341
186,10.0,0.31745338439941406
187,10.0,0.7143035531044006
188,29.0,0.1707933396100998
189,43.0,0.5879544019699097
190,26.0,0.0713486447930336
191,13.0,0.5217645168304443
192,9.0,0.6822900772094727
193,25.0,0.2894456386566162
194,24.0,0.06637994945049286
195,16.0,0.24375078082084656
196,23.0,0.95283442735672
197,19.0,0.305381715297699
198,10.0,0.23527377843856812
199,61.0,0.21446621417999268
200,16.0,0.10861025750637054
201,41.0,0.06723825633525848
202,14.0,0.3621810972690582
203,15.0,0.41231200098991394
204,17.0,0.19374839961528778
205,10.0,1.0182521343231201
206,22.0,0.09852805733680725
207,42.0,1.1868876218795776
208,50.0,0.2723821699619293
209,19.0,0.08817900717258453
210,24.0,0.16943711042404175
211,13.0,0.9150862693786621
212,9.0,0.8526878356933594
213,37.0,0.4333786368370056
214,36.0,0.22895562648773193
215,10.0,1.1765202283859253
216,13.0,0.9156182408332825
217,26.0,0.2289968878030777
218,37.0,0.609952986240387
219,15.0,0.45117485523223877
220,39.0,0.2270568311214447
221,11.0,0.14763538539409637
222,19.0,0.2762785851955414
223,21.0,0.2673875093460083
224,14.0,0.17659451067447662
225,21.0,0.5481446981430054
226,11.0,0.6852542161941528
227,28.0,1.138218641281128
228,16.0,0.23927836120128632
229,20.0,0.4019632339477539
230,20.0,0.6944818496704102
231,12.0,0.6968464255332947
232,20.0,0.162303164601326
233,17.0,0.16988344490528107
234,21.0,0.06442053616046906
235,22.0,0.6602442860603333
236,33.0,0.1324796974658966
237,13.0,0.205898717045784
238,24.0,0.1851540207862854
239,13.0,0.5213999152183533
240,12.0,0.8863272070884705
241,17.0,0.3436014652252197
242,31.0,1.0371298789978027
243,73.0,0.3827294111251831
244,14.0,0.9755696058273315
245,29.0,0.5098817348480225
246,11.0,1.11178719997406
247,12.0,0.25273820757865906
248,32.0,0.18758799135684967
249,19.0,0.2633627653121948
250,14.0,0.15174058079719543
251,24.0,0.10056975483894348
252,30.0,0.0960872620344162
253,15.0,0.3083952069282532
254,37.0,0.29882124066352844
255,17.0,0.15757253766059875
256,24.0,0.8666648864746094
257,41.0,0.6595964431762695
258,28.0,0.07587596029043198
259,20.0,0.1745014637708664
260,47.0,0.5640608072280884
261,10.0,0.5337361097335815
262,18.0,0.762566089630127
263,39.0,0.2311655879020691
264,10.0,0.2692060172557831
265,26.0,0.45744189620018005
266,22.0,0.09289011359214783
267,29.0,0.3785426616668701
268,10.0,0.9259887337684631
269,15.0,0.4183543622493744
270,30.0,0.20349003374576569
271,15.0,0.5990732312202454
272,9.0,0.714683473110199
273,30.0,0.43689659237861633
274,16.0,0.5896890163421631
275,13.0,0.39535415172576904
276,29.0,0.08532216399908066
277,35.0,0.5473458170890808
278,36.0,0.19423383474349976
279,22.0,0.7593950629234314
280,44.0,0.3765579164028168
281,27.0,0.11122702807188034
282,18.0,0.1619703620672226
283,17.0,0.054891958832740784
284,18.0,0.16765476763248444
285,19.0,0.1576489955186844
286,25.0,0.41725271940231323
287,22.0,0.8717538714408875
288,20.0,0.08678638935089111
289,16.0,0.3863217830657959
290,60.0,0.12523861229419708
291,18.0,0.100617915391922
292,29.0,0.8675685524940491
293,15.0,0.3411184549331665
294,33.0,0.08394872397184372
295,20.0,0.1803622990846634
296,19.0,0.4765746593475342
297,21.0,0.084813192486763
298,13.0,0.4861833453178406
299,34.0,0.23092050850391388
300,10.0,1.8946466445922852
301,39.0,0.11586884409189224
302,31.0,0.21193934977054596
303,78.0,0.13726836442947388
304,16.0,1.466503620147705
305,29.0,0.19435937702655792
306,22.0,0.18992605805397034
307,26.0,0.103217214345932
308,51.0,0.6833000779151917
309,31.0,0.09274227917194366
310,26.0,0.3673740327358246
311,26.0,0.4833112955093384
312,11.0,0.25639280676841736
313,21.0,0.31913110613822937
314,17.0,0.7689244151115417
315,17.0,0.2398453801870346
316,30.0,0.21978923678398132
317,33.0,0.3146917521953583
318,39.0,0.25251275300979614
319,17.0,0.5007624626159668
320,28.0,0.10871387273073196
321,37.0,0.31527966260910034
322,44.0,0.6236295700073242
323,11.0,0.31318554282188416
324,39.0,0.25638049840927124
325,32.0,0.4694534242153168
326,32.0,0.18483571708202362
327,39.0,0.8537093997001648
328,26.0,0.08038576692342758
329,20.0,0.10203493386507034
330,15.0,0.39760878682136536
331,16.0,0.5128196477890015
332,36.0,0.23946276307106018
333,15.0,0.5673901438713074
334,33.0,0.4473561942577362
335,47.0,0.10917115211486816
336,40.0,0.15950918197631836
337,71.0,0.14535245299339294
338,13.0,0.21218101680278778
339,13.0,0.7340815663337708
340,24.0,0.12361057102680206
341,48.0,0.3960758447647095
342,25.0,0.2631349265575409
343,17.0,0.2705141603946686
344,67.0,0.39656156301498413
345,12.0,0.6128812432289124
346,84.0,0.2721807658672333
347,46.0,0.20284180343151093
348,25.0,0.1957937330007553
349,33.0,0.29347383975982666
350,21.0,0.25767043232917786
351,19.0,0.12274866551160812
352,24.0,0.16865704953670502
353,37.0,0.43896007537841797
354,45.0,0.08579905331134796
355,14.0,0.4344703257083893
356,42.0,0.13834625482559204
357,33.0,0.14008988440036774
358,29.0,0.36633172631263733
359,38.0,0.07871706783771515
360,23.0,0.12001527100801468
361,28.0,0.2081046849489212
362,50.0,0.18691915273666382
363,15.0,0.15612223744392395
364,51.0,0.09855935722589493
365,34.0,0.3256087899208069
366,41.0,0.07738368213176727
367,16.0,0.29601824283599854
368,17.0,0.1901155561208725
369,24.0,0.34471455216407776
370,33.0,0.3946898877620697
371,36.0,0.1371760368347168
372,63.0,0.7172106504440308
373,26.0,0.3932192623615265
374,23.0,0.12821847200393677
375,16.0,0.20338037610054016
376,57.0,0.09020192176103592
377,98.0,0.24575309455394745
378,48.0,0.15318158268928528
379,28.0,0.42202088236808777
380,53.0,0.1316603571176529
381,69.0,0.15036612749099731
382,54.0,0.31473255157470703
383,21.0,0.23441243171691895
384,42.0,0.2132648378610611
385,87.0,0.2796282172203064
386,20.0,0.14229606091976166
387,59.0,0.1204938217997551
388,20.0,0.42920273542404175
389,74.0,0.1256934106349945
390,91.0,0.2209235280752182
391,35.0,0.14416611194610596
392,56.0,0.1004464253783226
393,100.0,0.34622931480407715
394,37.0,0.17198961973190308
395,36.0,0.1555350422859192
396,19.0,0.34948110580444336
397,65.0,0.25463417172431946
398,14.0,0.23851776123046875
399,35.0,0.25450295209884644
400,27.0,0.24981912970542908
401,21.0,0.4073724150657654
402,27.0,0.08337478339672089
403,52.0,0.1552485227584839
404,30.0,0.08311565965414047
405,54.0,0.1819247603416443
406,90.0,0.16875717043876648
407,66.0,0.1777462363243103
408,43.0,0.19471195340156555
409,59.0,0.1782185435295105
410,33.0,0.14093515276908875
411,97.0,0.12282401323318481
412,19.0,0.29061225056648254
413,128.0,0.13934274017810822
414,38.0,0.23927336931228638
415,31.0,0.09016284346580505
416,56.0,0.22856736183166504
417,31.0,0.13462689518928528
418,27.0,0.14818185567855835
419,50.0,0.11012626439332962
420,38.0,0.26559174060821533
421,23.0,0.10626805573701859
422,17.0,0.33392229676246643
423,17.0,0.3932664394378662
424,31.0,0.0763920471072197
425,23.0,0.165907084941864
426,18.0,0.40260934829711914
427,42.0,0.14790235459804535
428,52.0,0.15389804542064667
429,83.0,0.21210360527038574
430,28.0,0.09155403822660446
431,73.0,0.19386407732963562
432,21.0,0.10142237693071365
433,67.0,0.10813099145889282
434,84.0,0.10719121247529984
435,46.0,0.07370719313621521
436,41.0,0.1638437807559967
437,58.0,0.20367027819156647
438,40.0,0.09119602292776108
439,65.0,0.14059151709079742
440,83.0,0.08648379892110825
441,34.0,0.08798827230930328
442,11.0,0.6014026403427124
443,58.0,0.18644338846206665
444,73.0,0.16258369386196136
445,66.0,0.11097341030836105
446,36.0,0.08643337339162827
447,22.0,0.2584657371044159
448,35.0,0.13134437799453735
449,29.0,0.22389134764671326
450,43.0,0.23073109984397888
451,74.0,0.13301455974578857
452,48.0,0.1273731142282486
453,61.0,0.33640336990356445
454,24.0,0.3346513509750366
455,33.0,0.1783646047115326
456,35.0,0.17515915632247925
457,49.0,0.15203607082366943
458,108.0,0.18079154193401337
459,94.0,0.16669802367687225
460,25.0,0.0817800983786583
461,41.0,0.2728416919708252
462,37.0,0.123078353703022
463,47.0,0.1153426542878151
464,33.0,0.08115017414093018
465,14.0,0.3721616864204407
466,35.0,0.3202020227909088
467,24.0,0.0827653557062149
468,22.0,0.13047969341278076
469,32.0,0.10993891954421997
470,59.0,0.14351986348628998
471,39.0,0.0903601124882698
472,24.0,0.2974322736263275
473,52.0,0.11606976389884949
474,39.0,0.09732583910226822
475,33.0,0.16337861120700836
476,23.0,0.11305440962314606
477,73.0,0.3402324616909027
478,102.0,0.17359653115272522
479,48.0,0.17396624386310577
480,42.0,0.14992117881774902
481,52.0,0.13448290526866913
482,49.0,0.1097969263792038
483,39.0,0.12184040248394012
484,72.0,0.18105058372020721
485,23.0,0.0982196182012558
486,74.0,0.14347578585147858
487,73.0,0.20172616839408875
488,142.0,0.47924530506134033
489,41.0,0.11161968111991882
490,30.0,0.07905296236276627
491,72.0,0.29221057891845703
492,14.0,0.20490607619285583
493,31.0,0.10449691861867905
494,32.0,0.0828298032283783
495,54.0,0.2243724763393402
496,58.0,0.10755081474781036
497,84.0,0.10413550585508347
498,66.0,0.26982375979423523
499,60.0,0.1221957802772522
